Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,ACS18_5yr_B03002001,ACS18_5yr_B03002002,ACS18_5yr_B03002003,ACS18_5yr_B03002004,ACS18_5yr_B03002005,ACS18_5yr_B03002006,ACS18_5yr_B03002007,ACS18_5yr_B03002008,ACS18_5yr_B03002009,ACS18_5yr_B03002010,ACS18_5yr_B03002011,ACS18_5yr_B03002012,ACS18_5yr_B03002013,ACS18_5yr_B03002014,ACS18_5yr_B03002015,ACS18_5yr_B03002016,ACS18_5yr_B03002017,ACS18_5yr_B03002018,ACS18_5yr_B03002019,ACS18_5yr_B03002020,ACS18_5yr_B03002021,ACS18_5yr_B03002001s,ACS18_5yr_B03002002s,ACS18_5yr_B03002003s,ACS18_5yr_B03002004s,ACS18_5yr_B03002005s,ACS18_5yr_B03002006s,ACS18_5yr_B03002007s,ACS18_5yr_B03002008s,ACS18_5yr_B03002009s,ACS18_5yr_B03002010s,ACS18_5yr_B03002011s,ACS18_5yr_B03002012s,ACS18_5yr_B03002013s,ACS18_5yr_B03002014s,ACS18_5yr_B03002015s,ACS18_5yr_B03002016s,ACS18_5yr_B03002017s,ACS18_5yr_B03002018s,ACS18_5yr_B03002019s,ACS18_5yr_B03002020s,ACS18_5yr_B03002021s,ACS18_5yr_B25003001,ACS18_5yr_B25003002,ACS18_5yr_B25003003,ACS18_5yr_B25003001s,ACS18_5yr_B25003002s,ACS18_5yr_B25003003s
"06107003001","14000US06107003001","Census Tract 30.01","Census Tract 30.01, Tulare County, California","ca","140","00","ACSSF","0010494",,,,,"06","107",,,,"003001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4661,1062,852,61,0,25,0,0,124,0,124,3599,2822,0,124,0,0,594,59,44,15,264.2424,210.303,181.2121,29.69697,7.272727,26.06061,7.272727,7.272727,84.84849,7.272727,84.84849,260,277.5757,7.272727,109.0909,7.272727,7.272727,166.6667,35.15152,31.51515,15.75758,1222,423,799,45.45454,64.84849,76.9697
"06107003002","14000US06107003002","Census Tract 30.02","Census Tract 30.02, Tulare County, California","ca","140","00","ACSSF","0010495",,,,,"06","107",,,,"003002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3434,872,570,171,0,99,0,0,32,7,25,2562,1825,4,9,0,0,616,108,51,57,213.9394,108.4848,90.90909,82.42424,7.272727,62.42424,7.272727,7.272727,16.9697,5.454545,16.9697,214.5455,267.2727,4.848485,10.30303,7.272727,7.272727,182.4242,52.72727,25.45455,46.66667,939,415,524,42.42424,56.36364,61.21212
"06107003100","14000US06107003100","Census Tract 31","Census Tract 31, Tulare County, California","ca","140","00","ACSSF","0010496",,,,,"06","107",,,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502,1009,804,149,20,0,0,0,36,0,36,2493,1973,4,19,0,0,451,46,30,16,190.9091,110.9091,83.0303,81.21212,10.90909,7.272727,7.272727,7.272727,15.75758,7.272727,15.75758,196.9697,211.5152,3.030303,10.30303,7.272727,7.272727,81.21212,25.45455,21.21212,10.90909,995,359,636,32.72727,38.78788,38.18182
"06107003200","14000US06107003200","Census Tract 32","Census Tract 32, Tulare County, California","ca","140","00","ACSSF","0010497",,,,,"06","107",,,,"003200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7420,946,927,0,10,4,0,0,5,0,5,6474,5542,0,13,0,0,873,46,40,6,264.8485,96.9697,95.15151,10.30303,7.272727,4.848485,10.30303,10.30303,5.454545,10.30303,5.454545,263.6364,305.4546,10.30303,7.878788,10.30303,10.30303,177.5758,26.06061,25.45455,6.666667,1859,713,1146,38.18182,56.9697,55.15152
"06107003300","14000US06107003300","Census Tract 33","Census Tract 33, Tulare County, California","ca","140","00","ACSSF","0010498",,,,,"06","107",,,,"003300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7848,2667,2637,6,0,5,0,4,15,0,15,5181,2940,6,17,0,0,2163,55,24,31,534.5455,256.3636,255.1515,4.848485,10.30303,4.848485,10.30303,3.636364,11.51515,10.30303,11.51515,574.5455,402.4243,5.454545,12.72727,10.30303,10.30303,632.7273,60,21.21212,51.51515,2219,1264,955,94.54546,124.2424,119.3939
"06107003400","14000US06107003400","Census Tract 34","Census Tract 34, Tulare County, California","ca","140","00","ACSSF","0010499",,,,,"06","107",,,,"003400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6832,3092,2268,16,10,663,0,31,104,0,104,3740,3057,0,11,0,0,647,25,22,3,319.394,273.9394,231.5152,12.12121,6.060606,190.9091,10.30303,31.51515,58.18182,10.30303,58.18182,255.1515,264.8485,10.30303,11.51515,10.30303,10.30303,155.7576,10.30303,9.69697,2.424242,2077,1363,714,89.09091,98.78788,73.93939
"06107003501","14000US06107003501","Census Tract 35.01","Census Tract 35.01, Tulare County, California","ca","140","00","ACSSF","0010500",,,,,"06","107",,,,"003501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2812,1869,1487,23,19,225,0,0,115,12,103,943,752,0,0,0,0,141,50,50,0,180,147.8788,138.7879,18.18182,16.9697,77.57576,7.272727,7.272727,50.90909,12.12121,49.09091,116.3636,148.4848,7.272727,7.272727,7.272727,7.272727,63.63636,38.18182,38.18182,7.272727,931,593,338,35.15152,43.0303,44.84848
"06107003502","14000US06107003502","Census Tract 35.02","Census Tract 35.02, Tulare County, California","ca","140","00","ACSSF","0010501",,,,,"06","107",,,,"003502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12392,5129,3771,73,143,387,0,453,302,0,302,7263,5183,37,16,0,51,1621,355,305,50,398.1818,496.3636,378.1818,58.18182,73.93939,133.9394,11.51515,389.697,153.9394,11.51515,153.9394,593.9394,668.4849,38.78788,15.75758,11.51515,54.54546,433.9394,152.1212,143.0303,50.30303,3123,2243,880,78.78788,135.1515,129.697
"06107003601","14000US06107003601","Census Tract 36.01","Census Tract 36.01, Tulare County, California","ca","140","00","ACSSF","0010502",,,,,"06","107",,,,"003601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7302,3262,2140,248,0,675,0,30,169,0,169,4040,3092,0,19,11,0,832,86,86,0,418.7879,296.9697,277.5757,120,10.30303,131.5152,10.30303,30.30303,113.9394,10.30303,113.9394,395.7576,435.1515,10.30303,22.42424,10.90909,10.30303,276.3636,52.12121,52.12121,10.30303,2082,1260,822,89.69697,100,112.1212
"06107003602","14000US06107003602","Census Tract 36.02","Census Tract 36.02, Tulare County, California","ca","140","00","ACSSF","0010503",,,,,"06","107",,,,"003602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7171,2648,2041,4,17,521,0,0,65,0,65,4523,3577,0,0,0,0,867,79,65,14,411.5151,292.7273,250.303,4.848485,15.75758,122.4242,10.30303,10.30303,45.45454,10.30303,45.45454,414.5454,443.0303,10.30303,10.30303,10.30303,10.30303,256.3636,43.63636,41.81818,14.54545,2084,1039,1045,88.48485,108.4848,119.3939
"06107003700","14000US06107003700","Census Tract 37","Census Tract 37, Tulare County, California","ca","140","00","ACSSF","0010504",,,,,"06","107",,,,"003700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6432,2395,1984,0,0,296,0,0,115,1,114,4037,2925,30,58,24,0,891,109,73,36,454.5454,247.2727,223.6364,10.30303,10.30303,126.0606,10.30303,10.30303,52.12121,1.818182,52.12121,458.7879,395.7576,22.42424,41.81818,21.81818,10.30303,423.0303,66.06061,43.63636,28.48485,1935,956,979,69.09091,86.66666,85.45454
"06107003801","14000US06107003801","Census Tract 38.01","Census Tract 38.01, Tulare County, California","ca","140","00","ACSSF","0010505",,,,,"06","107",,,,"003801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3226,813,573,8,0,159,25,0,48,0,48,2413,1873,0,0,0,0,489,51,10,41,287.8788,121.8182,92.12122,10.90909,7.272727,78.78788,24.24242,7.272727,33.93939,7.272727,33.93939,300,332.1212,7.272727,7.272727,7.272727,7.272727,177.5758,41.21212,9.090909,40.60606,1045,298,747,48.48485,56.9697,66.66666
"06107003802","14000US06107003802","Census Tract 38.02","Census Tract 38.02, Tulare County, California","ca","140","00","ACSSF","0010506",,,,,"06","107",,,,"003802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4682,1101,773,21,37,27,164,0,79,0,79,3581,2493,10,16,0,0,996,66,66,0,296.3636,144.8485,93.93939,19.39394,29.69697,20,108.4848,7.272727,37.57576,7.272727,37.57576,330.303,321.2121,10.30303,21.81818,7.272727,7.272727,312.7273,30.90909,30.90909,7.272727,1466,358,1108,60.60606,56.9697,75.15151
"06107003901","14000US06107003901","Census Tract 39.01","Census Tract 39.01, Tulare County, California","ca","140","00","ACSSF","0010507",,,,,"06","107",,,,"003901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6680,1116,978,2,0,136,0,0,0,0,0,5564,4058,11,62,20,0,1254,159,118,41,400.606,156.3636,132.1212,2.424242,10.30303,114.5455,10.30303,10.30303,10.30303,10.30303,10.30303,440.606,416.9697,10.90909,62.42424,20,10.30303,313.3333,87.27273,63.0303,35.75758,1769,1035,734,77.57576,89.09091,109.697
"06107003902","14000US06107003902","Census Tract 39.02","Census Tract 39.02, Tulare County, California","ca","140","00","ACSSF","0010508",,,,,"06","107",,,,"003902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5677,1822,1590,0,5,159,34,0,34,0,34,3855,2854,0,114,30,0,793,64,10,54,309.697,147.8788,144.2424,10.30303,4.242424,60.60606,24.24242,10.30303,16.9697,10.30303,16.9697,305.4546,338.7879,10.30303,75.75758,29.09091,10.30303,195.7576,32.72727,9.69697,31.51515,1567,899,668,63.63636,71.51515,73.33334
"06107004000","14000US06107004000","Census Tract 40","Census Tract 40, Tulare County, California","ca","140","00","ACSSF","0010509",,,,,"06","107",,,,"004000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,473,371,54,0,8,6,0,34,0,34,125,97,0,0,0,0,18,10,1,9,35.15152,43.63636,45.45454,28.48485,7.272727,8.484848,7.878788,7.272727,23.0303,7.272727,23.0303,36.9697,33.93939,7.272727,7.272727,7.272727,7.272727,17.57576,9.69697,1.212121,9.69697,0,0,0,7.272727,7.272727,7.272727
"06107004101","14000US06107004101","Census Tract 41.01","Census Tract 41.01, Tulare County, California","ca","140","00","ACSSF","0010510",,,,,"06","107",,,,"004101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9044,1300,990,1,21,179,0,9,100,0,100,7744,6637,0,34,0,0,990,83,7,76,549.0909,198.1818,210.9091,1.818182,20,123.0303,10.30303,10.90909,46.06061,10.30303,46.06061,577.5757,584.2424,10.30303,32.12121,10.30303,10.30303,320,71.51515,9.69697,70.90909,2494,963,1531,82.42424,106.6667,121.8182
"06107004102","14000US06107004102","Census Tract 41.02","Census Tract 41.02, Tulare County, California","ca","140","00","ACSSF","0010511",,,,,"06","107",,,,"004102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182,597,433,0,79,58,0,0,27,6,21,1585,1265,0,53,23,0,238,6,6,0,178.1818,109.697,84.84849,7.272727,56.9697,35.15152,7.272727,7.272727,16.36364,5.454545,15.15152,164.2424,181.8182,7.272727,50.90909,15.15152,7.272727,87.87878,4.848485,4.848485,7.272727,608,347,261,30.90909,35.15152,42.42424
"06107004200","14000US06107004200","Census Tract 42","Census Tract 42, Tulare County, California","ca","140","00","ACSSF","0010512",,,,,"06","107",,,,"004200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6643,703,485,182,0,18,0,0,18,0,18,5940,4847,14,0,0,0,1079,0,0,0,452.1212,145.4545,104.8485,96.36364,10.30303,15.75758,10.30303,10.30303,14.54545,10.30303,14.54545,478.7879,439.394,12.72727,10.30303,10.30303,10.30303,303.0303,10.30303,10.30303,10.30303,1808,645,1163,74.54546,66.06061,92.72727
"06107004300","14000US06107004300","Census Tract 43","Census Tract 43, Tulare County, California","ca","140","00","ACSSF","0010513",,,,,"06","107",,,,"004300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7487,792,381,143,84,170,2,0,12,0,12,6695,5058,0,66,32,0,1384,155,99,56,259.394,138.7879,67.27273,95.15151,52.72727,68.48485,3.030303,10.30303,7.272727,10.30303,7.272727,260.606,269.0909,10.30303,42.42424,21.81818,10.30303,207.2727,64.24242,57.57576,26.66667,1935,804,1131,45.45454,61.21212,62.42424
"06107004400","14000US06107004400","Census Tract 44","Census Tract 44, Tulare County, California","ca","140","00","ACSSF","0010514",,,,,"06","107",,,,"004400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7607,524,85,0,0,417,22,0,0,0,0,7083,6181,0,0,0,0,902,0,0,0,352.1212,167.2727,73.93939,10.30303,10.30303,139.3939,19.39394,10.30303,10.30303,10.30303,10.30303,389.0909,440,10.30303,10.30303,10.30303,10.30303,246.0606,10.30303,10.30303,10.30303,1887,858,1029,61.21212,81.81818,90.30303
"06107004500","14000US06107004500","Census Tract 45","Census Tract 45, Tulare County, California","ca","140","00","ACSSF","0010515",,,,,"06","107",,,,"004500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6290,1163,1092,10,41,0,4,0,16,0,16,5127,3372,0,192,0,2,1503,58,3,55,334.5454,109.0909,106.0606,9.090909,21.81818,10.30303,4.848485,10.30303,12.72727,10.30303,12.72727,325.4546,371.5151,10.30303,150.9091,10.30303,2.424242,288.4849,53.33333,4.848485,52.72727,1768,1163,605,58.18182,78.18182,67.87878
"06109001100","14000US06109001100","Census Tract 11","Census Tract 11, Tuolumne County, California","ca","140","00","ACSSF","0010516",,,,,"06","109",,,,"001100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3785,3136,2839,78,8,74,29,18,90,17,73,649,193,0,21,3,0,368,64,48,16,177.5758,219.3939,223.6364,49.09091,6.060606,44.84848,17.57576,16.36364,29.69697,17.57576,24.24242,159.3939,61.21212,7.272727,14.54545,4.242424,7.272727,120.6061,37.57576,36.9697,9.090909,1608,973,635,74.54546,75.75758,98.18182
"06109001200","14000US06109001200","Census Tract 12","Census Tract 12, Tuolumne County, California","ca","140","00","ACSSF","0010517",,,,,"06","109",,,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527,3046,2570,1,17,267,0,0,191,0,191,481,416,0,0,0,0,42,23,14,9,195.1515,193.3333,203.0303,2.424242,11.51515,93.93939,7.272727,7.272727,51.51515,7.272727,51.51515,120,111.5152,7.272727,7.272727,7.272727,7.272727,26.66667,16.36364,11.51515,10.90909,1680,732,948,105.4545,84.24242,96.9697
"06109002100","14000US06109002100","Census Tract 21","Census Tract 21, Tuolumne County, California","ca","140","00","ACSSF","0010518",,,,,"06","109",,,,"002100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4467,4157,3839,0,97,6,0,0,215,5,210,310,111,0,29,0,0,14,156,2,154,240.6061,229.697,230.9091,7.272727,58.78788,5.454545,7.272727,7.272727,55.75758,5.454545,55.75758,83.0303,38.78788,7.272727,26.06061,7.272727,7.272727,8.484848,56.36364,2.424242,56.36364,2127,1469,658,86.06061,110.303,112.7273
"06109002200","14000US06109002200","Census Tract 22","Census Tract 22, Tuolumne County, California","ca","140","00","ACSSF","0010519",,,,,"06","109",,,,"002200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8403,7712,7249,55,55,32,12,16,293,0,293,691,292,31,57,0,0,57,254,57,197,435.7576,432.1212,444.8485,29.09091,32.12121,18.78788,12.12121,15.15152,96.9697,10.30303,96.9697,150.9091,94.54546,31.51515,46.06061,10.30303,10.30303,29.09091,105.4545,29.09091,104.8485,3288,2672,616,149.0909,137.5758,122.4242
"06109003100","14000US06109003100","Census Tract 31","Census Tract 31, Tuolumne County, California","ca","140","00","ACSSF","0010520",,,,,"06","109",,,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6549,5864,5596,0,66,108,24,0,70,0,70,685,543,0,1,0,0,95,46,33,13,493.3333,458.1818,446.6667,10.30303,42.42424,58.78788,21.81818,10.30303,33.93939,10.30303,33.93939,200,172.1212,10.30303,1.212121,10.30303,10.30303,50.90909,32.72727,22.42424,12.72727,2994,2203,791,210.303,180.6061,166.0606
"06109003200","14000US06109003200","Census Tract 32","Census Tract 32, Tuolumne County, California","ca","140","00","ACSSF","0010521",,,,,"06","109",,,,"003200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5709,4998,4668,2,92,72,0,0,164,0,164,711,483,0,59,0,0,68,101,90,11,358.7879,345.4546,347.2727,2.424242,25.45455,53.93939,10.30303,10.30303,64.84849,10.30303,64.84849,171.5152,163.6364,10.30303,35.15152,10.30303,10.30303,45.45454,66.06061,64.24242,12.72727,2365,1612,753,123.6364,133.3333,132.1212
"06109004100","14000US06109004100","Census Tract 41","Census Tract 41, Tuolumne County, California","ca","140","00","ACSSF","0010522",,,,,"06","109",,,,"004100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332,4658,4345,3,106,15,9,0,180,0,180,674,404,0,5,0,0,233,32,0,32,370.303,364.2424,360,2.424242,72.12122,13.33333,9.69697,10.30303,68.48485,10.30303,68.48485,255.1515,159.3939,10.30303,6.060606,10.30303,10.30303,190.303,27.27273,10.30303,27.27273,2308,1540,768,119.3939,112.7273,112.7273
"06109004200","14000US06109004200","Census Tract 42","Census Tract 42, Tuolumne County, California","ca","140","00","ACSSF","0010523",,,,,"06","109",,,,"004200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290,3036,2848,0,75,41,11,0,61,0,61,254,158,0,34,0,0,0,62,0,62,241.2121,227.2727,235.1515,7.272727,52.72727,19.39394,10.90909,7.272727,41.21212,7.272727,41.21212,97.57576,62.42424,7.272727,26.06061,7.272727,7.272727,7.272727,74.54546,7.272727,74.54546,1619,1186,433,118.7879,86.06061,83.0303
"06109005100","14000US06109005100","Census Tract 51","Census Tract 51, Tuolumne County, California","ca","140","00","ACSSF","0010524",,,,,"06","109",,,,"005100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8262,7372,7123,1,167,29,0,0,52,0,52,890,685,0,0,0,0,117,88,88,0,390.303,349.0909,350.303,1.212121,78.78788,28.48485,10.30303,10.30303,32.12121,10.30303,32.12121,203.6364,191.5152,10.30303,10.30303,10.30303,10.30303,83.0303,56.9697,56.9697,10.30303,3688,2687,1001,151.5152,175.1515,148.4848
"06109005201","14000US06109005201","Census Tract 52.01","Census Tract 52.01, Tuolumne County, California","ca","140","00","ACSSF","0010525",,,,,"06","109",,,,"005201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143,1794,1601,91,3,14,6,6,73,6,67,349,152,1,7,0,0,69,120,93,27,206.0606,212.1212,193.3333,40,4.242424,11.51515,4.242424,6.666667,30.30303,6.060606,30.30303,87.27273,50.90909,1.818182,6.060606,7.272727,7.272727,22.42424,62.42424,56.9697,27.87879,750,582,168,49.69697,52.12121,36.9697
"06109985202","14000US06109985202","Census Tract 9852.02","Census Tract 9852.02, Tuolumne County, California","ca","140","00","ACSSF","0010526",,,,,"06","109",,,,"985202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2465,1632,686,649,61,74,34,0,128,0,128,833,388,14,37,14,9,329,42,15,27,154.5455,127.2727,90.90909,80,24.24242,31.51515,15.15152,7.272727,47.27273,7.272727,47.27273,87.27273,63.0303,11.51515,16.36364,11.51515,9.69697,61.21212,20,11.51515,16.36364,0,0,0,7.272727,7.272727,7.272727
"06111000100","14000US06111000100","Census Tract 1","Census Tract 1, Ventura County, California","ca","140","00","ACSSF","0010527",,,,,"06","111",,,,"000100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,515,488,0,0,5,0,0,22,0,22,45,45,0,0,0,0,0,0,0,0,97.57576,89.69697,89.69697,7.272727,7.272727,4.242424,7.272727,7.272727,10.30303,7.272727,10.30303,26.66667,26.66667,7.272727,7.272727,7.272727,7.272727,7.272727,7.272727,7.272727,7.272727,239,187,52,33.33333,34.54546,19.39394
"06111000200","14000US06111000200","Census Tract 2","Census Tract 2, Ventura County, California","ca","140","00","ACSSF","0010528",,,,,"06","111",,,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2602,360,277,33,18,20,0,0,12,0,12,2242,1922,21,15,0,0,227,57,35,22,145.4545,72.12122,64.24242,29.09091,10.90909,13.93939,7.272727,7.272727,7.878788,7.272727,7.878788,161.2121,149.697,19.39394,15.15152,7.272727,7.272727,65.45454,29.69697,17.57576,20.60606,752,392,360,27.27273,38.78788,38.18182
"06111000302","14000US06111000302","Census Tract 3.02","Census Tract 3.02, Ventura County, California","ca","140","00","ACSSF","0010529",,,,,"06","111",,,,"000302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7906,2109,1885,0,64,160,0,0,0,0,0,5797,5224,0,43,10,0,404,116,61,55,339.394,295.1515,270.9091,10.30303,46.66667,120,10.30303,10.30303,10.30303,10.30303,10.30303,342.4243,375.1515,10.30303,33.93939,12.12121,10.30303,196.3636,63.63636,43.0303,39.39394,2331,1245,1086,102.4242,131.5152,126.0606
"06111000303","14000US06111000303","Census Tract 3.03","Census Tract 3.03, Ventura County, California","ca","140","00","ACSSF","0010530",,,,,"06","111",,,,"000303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,1367,1261,40,0,23,4,0,39,0,39,3638,3078,7,0,22,11,331,189,99,90,235.1515,160,156.9697,25.45455,10.30303,13.33333,6.060606,10.30303,22.42424,10.30303,22.42424,201.8182,230.9091,7.272727,10.30303,21.81818,13.33333,120.6061,84.24242,63.0303,60.60606,1407,1056,351,51.51515,55.15152,51.51515
"06111000304","14000US06111000304","Census Tract 3.04","Census Tract 3.04, Ventura County, California","ca","140","00","ACSSF","0010531",,,,,"06","111",,,,"000304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4459,1061,965,0,7,48,0,0,41,0,41,3398,2814,0,0,0,0,512,72,61,11,299.394,207.2727,207.8788,7.272727,7.272727,27.27273,7.272727,7.272727,27.27273,7.272727,27.27273,344.2424,335.7576,7.272727,7.272727,7.272727,7.272727,136.3636,52.12121,50.90909,10.30303,1193,741,452,60.60606,76.36364,70.30303
"06111000400","14000US06111000400","Census Tract 4","Census Tract 4, Ventura County, California","ca","140","00","ACSSF","0010532",,,,,"06","111",,,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6293,1592,1452,12,9,73,0,0,46,0,46,4701,4266,0,0,0,1,400,34,18,16,279.394,125.4545,121.8182,8.484848,9.69697,44.84848,10.30303,10.30303,19.39394,10.30303,19.39394,286.6667,298.1818,10.30303,10.30303,10.30303,1.818182,132.1212,20,15.75758,12.72727,1744,1132,612,67.27273,81.81818,91.51515
"06111000500","14000US06111000500","Census Tract 5","Census Tract 5, Ventura County, California","ca","140","00","ACSSF","0010533",,,,,"06","111",,,,"000500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,622,590,0,0,27,0,0,5,0,5,1026,859,0,5,22,0,71,69,19,50,140.6061,96.36364,94.54546,7.272727,7.272727,15.75758,7.272727,7.272727,4.848485,7.272727,4.848485,136.9697,129.697,7.272727,4.242424,20.60606,7.272727,26.06061,47.87879,10.30303,47.87879,582,339,243,36.36364,36.36364,35.15152
"06111000600","14000US06111000600","Census Tract 6","Census Tract 6, Ventura County, California","ca","140","00","ACSSF","0010534",,,,,"06","111",,,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5976,539,412,38,0,25,0,0,64,8,56,5437,4737,19,16,17,0,480,168,142,26,243.0303,103.0303,74.54546,23.0303,10.30303,22.42424,10.30303,10.30303,35.15152,7.878788,34.54546,259.394,308.4849,18.18182,16.36364,15.75758,10.30303,144.2424,73.93939,70.30303,18.78788,1880,458,1422,70.90909,55.15152,81.81818
"06111000701","14000US06111000701","Census Tract 7.01","Census Tract 7.01, Ventura County, California","ca","140","00","ACSSF","0010535",,,,,"06","111",,,,"000701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7619,834,527,1,5,179,0,0,122,0,122,6785,5797,0,6,0,0,789,193,81,112,395.7576,167.2727,96.36364,1.818182,4.848485,130.9091,10.30303,10.30303,57.57576,10.30303,57.57576,404.8485,451.5151,10.30303,6.060606,10.30303,10.30303,196.3636,93.93939,42.42424,87.27273,1909,907,1002,58.18182,90.30303,90.30303
"06111000702","14000US06111000702","Census Tract 7.02","Census Tract 7.02, Ventura County, California","ca","140","00","ACSSF","0010536",,,,,"06","111",,,,"000702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445,687,603,0,0,18,0,66,0,0,0,2758,2261,0,0,44,0,426,27,19,8,191.5152,98.18182,87.87878,7.272727,7.272727,10.30303,7.272727,52.12121,7.272727,7.272727,7.272727,201.2121,226.6667,7.272727,7.272727,29.69697,7.272727,108.4848,15.75758,17.57576,6.666667,931,707,224,29.69697,46.66667,38.78788
"06111000800","14000US06111000800","Census Tract 8","Census Tract 8, Ventura County, California","ca","140","00","ACSSF","0010537",,,,,"06","111",,,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8556,2724,2333,17,14,133,0,0,227,0,227,5832,5123,0,147,0,0,430,132,42,90,346.0606,215.7576,176.3636,13.93939,11.51515,65.45454,10.30303,10.30303,75.15151,10.30303,75.15151,352.1212,340.606,10.30303,67.27273,10.30303,10.30303,122.4242,55.75758,31.51515,42.42424,2720,1655,1065,64.84849,109.0909,101.2121
"06111000901","14000US06111000901","Census Tract 9.01","Census Tract 9.01, Ventura County, California","ca","140","00","ACSSF","0010538",,,,,"06","111",,,,"000901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508,2208,2170,6,0,12,0,0,20,0,20,300,263,0,0,0,0,37,0,0,0,164.8485,153.3333,156.3636,9.090909,7.272727,10.90909,7.272727,7.272727,13.93939,7.272727,13.93939,92.72727,90.90909,7.272727,7.272727,7.272727,7.272727,30.30303,7.272727,7.272727,7.272727,1161,693,468,70.90909,69.09091,65.45454
